URI,Vase_Number,Fabric,Technique,Sub_Technique,Shape_Name,Provenance,Date,Inscriptions,Attributed_To,Decoration,Collection_Record,Publication_Record,Inscriptions_II,Measurements,Volume,Weight,Restorations,Ornament,Technical_Observations,Image_Credits,Pleiades_URI,Latitude,Longitude,LIMC_ID,LIMC_Web,British_Museum_Link,Ure_Museum_Link,Bryn_Mawr_College_Link,Nicholson_Collection_Link,Notes
http://www.beazley.ox.ac.uk/record/65970A99-819B-4178-97D7-9E5468920486,31011,ATHENIAN,BLACK-FIGURE,NA,STAND FRAGMENT,"GREECE, ATHENS, AGORA",-550 to -500,NA,NA,WOMEN,"Athens, Agora Museum: P26756","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.56.599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/C4DE2DFE-927E-4581-82F4-CF12CA5DBBB2,31012,ATHENIAN,BLACK-FIGURE,NA,STAND FRAGMENT,"GREECE, ATHENS, AGORA",-500 to -450,NA,NA,"APOLLO PLAYING KITHARA, GODDESS, CHARIOT","Athens, Agora Museum: P23273","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.56.600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/1BA1BB9D-6DEF-400D-8801-DA3F1F882281,31013,ATHENIAN,BLACK-FIGURE,NA,STAND FRAGMENT,"GREECE, ATHENS, AGORA",-525 to -475,NA,NA,SIREN,"Athens, Agora Museum: P13255","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.56.602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/58B827BE-F0CD-49A8-BBA6-31979425664A,31014,ATHENIAN,BLACK-FIGURE,NA,LEBES FRAGMENT,"GREECE, ATHENS, AGORA",-600 to -550,NA,NA,NA,"Athens, Agora Museum: P5365","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.56.605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/BD0458BB-1A52-4016-BC67-EDC04A2B2613,31015,ATHENIAN,BLACK-FIGURE,NA,LEBES FRAGMENT,"GREECE, ATHENS, AGORA",-600 to -550,NA,NA,HORSEMAN (FRONTAL CHARIOT ?),"Athens, Agora Museum: P16567","Callipolitis-Feytmans, D., Plats attiques a figures noires (Paris, 1974): FIG.6.3, PL.4D | The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.56.606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/C2887562-89DF-436D-8E7E-364CCF4AA70A,31016,ATHENIAN,BLACK-FIGURE,NA,LEBES FRAGMENT,"GREECE, ATHENS, AGORA",-550 to -500,NA,NA,"SATYRS, CLOTH SUSPENDED","Athens, Agora Museum: P2709","Hesperia: The Journal of the American School of Classical Studies at Athens: 15 (1946), PL.62, NO.215 | The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.57.607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/6FEFE0B6-F4F7-4C6A-B900-780F4A840482,31017,ATHENIAN,BLACK-FIGURE,NA,LEBES FRAGMENT,"GREECE, ATHENS, AGORA",-600 to -550,NA,NA,"Body 1: LION OR PANTHER, SIREN | Body 2: SPHINX OR SIREN","Athens, Agora Museum: P24312","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.57.608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/841B62AB-EDDD-4A23-B305-48FC41D03438,31018,ATHENIAN,BLACK-FIGURE,NA,LEBES FRAGMENT,"GREECE, ATHENS, AGORA",-575 to -525,NA,NA,DEER (ANIMAL FRIEZE ?),"Athens, Agora Museum: P26758","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.57.612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/E351DE21-73E8-429C-B04D-B5F9F3050EEF,31019,ATHENIAN,BLACK-FIGURE,NA,LEBES FRAGMENT,"GREECE, ATHENS, AGORA",-575 to -525,NA,"<em>Perhaps</em> LOUVRE E 876, P OF by MOORE",WOMAN,"Athens, Agora Museum: P483","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.57.613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/AFB61F62-5E8F-4517-ADDE-B977F4E0C184,31020,ATHENIAN,BLACK-FIGURE,NA,LEBES FRAGMENT,"GREECE, ATHENS, AGORA",-550 to -500,NA,NA,"On rim: WARRIOR | Rim, inside: SHIP","Athens, Agora Museum: P14939","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.57.614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/B9018693-A413-4F2E-8758-FB05ADFBE40C,31021,ATHENIAN,BLACK-FIGURE,NA,STAND FRAGMENT,"GREECE, ATHENS, AGORA",-625 to -575,NA,NA,NA,"Athens, Agora Museum: P26619","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, 180, FIG.13, NO.615 (PROFILE)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/29195772-C213-4FE3-89D0-9E814DD9235A,31022,ATHENIAN,BLACK-FIGURE,NA,STAND FRAGMENT,"GREECE, ATHENS, AGORA",-575 to -525,NA,NA,DRAPED YOUTHS,"Athens, Agora Museum: P13271","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, 180, FIG.13, PL.57.617 (INCLUDING PROFILE)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/01CC5C5C-ADDD-4216-8F08-D7CB9C4EE5D3,31023,ATHENIAN,BLACK-FIGURE,NA,HYDRIA FRAGMENTS,"GREECE, ATHENS, AGORA",-600 to -550,NA,NA,SPHINX OR SIREN (?),"Athens, Agora Museum: P26776","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.59.618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/8EF8C42E-53F6-49EE-9C73-9C642363A2C9,31024,ATHENIAN,BLACK-FIGURE,NA,HYDRIA FRAGMENT,"GREECE, ATHENS, AGORA",-600 to -550,NA,NA,HORSEMEN,"Athens, Agora Museum: P5467","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.59.620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/9C3E330E-F868-4AA0-B1B0-B0C3F0EBEC9A,31025,ATHENIAN,BLACK-FIGURE,NA,HYDRIA FRAGMENT,"GREECE, ATHENS, AGORA",-575 to -525,NA,NA,"WARRIOR DEPARTING BETWEEN FIGURE AND DRAPED MAN, DEVICE, BEE OR WASP","Athens, Agora Museum: P26544","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.60.628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/10BD4EE9-0070-4181-BFC0-ED7630DCFAA9,31026,ATHENIAN,BLACK-FIGURE,NA,HYDRIA FRAGMENT,"GREECE, ATHENS, AGORA",-575 to -525,NA,NA,WARRIOR,"Athens, Agora Museum: P22167","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.60.629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/044D9023-77AF-493A-85FB-81213AA115BD,31027,ATHENIAN,BLACK-FIGURE,NA,HYDRIA FRAGMENTS,"GREECE, ATHENS, AGORA",-550 to -500,NA,<em>Compare</em> GROUP E by UNKNOWN,Body: FRONTAL CHARIOT | Shoulder: HORSEMEN,"Athens, Agora Museum: P5226","PHOTOGRAPH(S) IN THE BEAZLEY ARCHIVE: 1 | The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.60.632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/FAB66609-55B4-4250-95F6-FCAAD1412F91,31028,ATHENIAN,BLACK-FIGURE,NA,HYDRIA (?) FRAGMENT,"GREECE, ATHENS, AGORA",-550 to -500,NA,NA,"Shoulder: DRAPED YOUTH WITH SPEAR OR STICK, HORSE (FIGHT ?, ATHLETES ?)","Athens, Agora Museum: P1869","PHOTOGRAPH(S) IN THE BEAZLEY ARCHIVE: 1 | The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.60.633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/B2406395-19DA-4DE4-9F9F-E3070DBC12CD,31029,ATHENIAN,BLACK-FIGURE,NA,HYDRIA FRAGMENTS,"GREECE, ATHENS, AGORA",-550 to -500,NA,NA,"Body: KOMOS, YOUTHS OR MEN","Athens, Agora Museum: P6564","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.60.635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/5F337D2A-AAAD-49D8-88E7-E173F7F27B6B,31030,ATHENIAN,BLACK-FIGURE,NA,HYDRIA FRAGMENTS,"GREECE, ATHENS, AGORA",-550 to -500,NA,NA,"Body: DRAPED MEN, WOMAN | Predella: FELINE","Athens, Agora Museum: P4905 | Athens, Agora Museum: P3256","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.61.636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/6B08797A-0A0B-4298-90AE-A935C5E0CA2D,31031,ATHENIAN,BLACK-FIGURE,NA,HYDRIA FRAGMENT,"GREECE, ATHENS, AGORA",-550 to -500,NA,NA,"Shoulder: FIGHT, WARRIORS, ONE WITH BOEOTIAN SHIELD, FIGHTING OVER FALLEN WARRIOR, DEVICES, WREATH, DISCS","Athens, Agora Museum: P26629","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.61.637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/5F30F4E6-F7FF-40DE-B448-1CE5E00D89F0,31034,ATHENIAN,RED-FIGURE,NA,CUP FRAGMENT,"GREECE, ATHENS, AGORA",-450 to -400,NA,ERETRIA P by LEZZI-HAFTER,WARRIOR,"Athens, Agora Museum: P30047","Lezzi-Hafter, A., Der Eretria-Maler, Werke und Weggefährten (Mainz, 1988): PL.51L, NO.58 | Rotroff, S.I., and Oakley, J.H., Debris from a Public Dining Place in the Athenian Agora, Hesperia Supplement 25 (1992): PL.6, NO.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/1DEE6704-1523-46DB-8E0B-61111B8C26DF,31041,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, NECK, FRAGMENT","GREECE, ATHENS, AGORA",-550 to -500,NA,NA,WOMEN,"Athens, Agora Museum: P8883","PHOTOGRAPH(S) IN THE BEAZLEY ARCHIVE: 1 | The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.23.191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/CE993D27-21CE-410F-A563-9CC03062D9C0,31042,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, NECK, FRAGMENT","GREECE, ATHENS, AGORA",-525 to -475,NA,NA,ATHENA,"Athens, Agora Museum: P20018","PHOTOGRAPH(S) IN THE BEAZLEY ARCHIVE: 1 | The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.23.193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/FF95A59E-C49D-4DE5-9FB5-2513461209D7,31043,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, NECK, FRAGMENT","GREECE, ATHENS, AGORA",-525 to -475,NA,NA,"YOUTH, VEILED WOMAN","Athens, Agora Museum: P12994","PHOTOGRAPH(S) IN THE BEAZLEY ARCHIVE: 1 | The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.23.194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/EC0B8811-22C9-44C6-89A9-C5AF2800091E,31044,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, NECK, FRAGMENT","GREECE, ATHENS, AGORA",-525 to -475,NA,RYCROFT P by MOORE,CHARIOT,"Athens, Agora Museum: P419","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.23.196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/B32013DE-F860-447E-8360-378C95E5C0B1,31045,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, NECK, FRAGMENT","GREECE, ATHENS, AGORA",-525 to -475,NA,NA,"MEN, ONE WITH STAFF","Athens, Agora Museum: P17801","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.23.200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/1B6B6B7C-6D55-4EC4-8369-A072BDEEDDFE,31046,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, NECK, FRAGMENT","GREECE, ATHENS, AGORA",-525 to -475,NA,NA,"DRAPED MAN WITH STAFF, FIGURE","Athens, Agora Museum: P13764","PHOTOGRAPH(S) IN THE BEAZLEY ARCHIVE: 1 | The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.24.201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/84902DEA-54AE-4163-B52C-C3607CF64320,31047,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, NECK, FRAGMENT","GREECE, ATHENS, AGORA",-525 to -475,NA,NA,DRAPED MAN,"Athens, Agora Museum: P24036","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.24.202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/D97A1403-18C0-46DF-8E5C-B4BC8C5B78B3,31048,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, NECK, FRAGMENT","GREECE, ATHENS, AGORA",-525 to -475,NA,NA,"KOMOS, YOUTH PLAYING LYRE","Athens, Agora Museum: P10782","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.24.203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/275E684D-943A-45A7-9DA1-B9EB209CEF54,31049,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, NECK, FRAGMENTS","GREECE, ATHENS, AGORA",-525 to -475,NA,NA,"A: ASSEMBLY OF GODS, DIONYSOS WITH DRINKING HORN, LETO, APOLLO WITH KITHARA, ARTEMIS, DEER, HERMES","Athens, Agora Museum: P9276","PHOTOGRAPH(S) IN THE BEAZLEY ARCHIVE: 1 | The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.24.207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41895,http://ark.dasch.swiss/ark:/72163/080e-75f58d231b9ea-b,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/5B5EA2A7-BB24-4BF6-85B1-46F2FB74644C,31050,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, NECK, FRAGMENT","GREECE, ATHENS, AGORA",-525 to -475,NA,NA,PELEUS AND THETIS,"Athens, Agora Museum: P4691","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.24.208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/1576E5B5-A0F3-4A7E-861E-A35957EBB0DA,31051,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, NECK, FRAGMENTS","GREECE, ATHENS, AGORA",-525 to -475,NA,NA,"A: DIONYSOS BETWEEN SATYRS, VINE | B: WARRIORS, DEVICES, SNAKE, LEG, LEAF","Athens, Agora Museum: P2568","Hesperia: The Journal of the American School of Classical Studies at Athens: 15 (1946), PLS.58-59 | The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.25.213 (A,B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/F26198FD-F43A-42E3-82D0-BC52AFE4A0BE,31052,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, NECK","GREECE, ATHENS, AGORA",-525 to -475,NA,EDINBURGH P by BEAZLEY,"A: DRAPED MAN MOUNTING CHARIOT DEPARTING, WARRIOR WITH BOEOTIAN SHIELD, DOG | B: WARRIOR DEPARTING, WOMAN, OLD MAN WITH STAFF, DOG, DEVICE, DISCS","Athens, Agora Museum: P13013","Hesperia: The Journal of the American School of Classical Studies at Athens: 8 (1939), 232, FIG.29 | The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.25.215 (A,B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/608A83B8-4870-489D-B929-9563335E6EF3,31053,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, NECK, FRAGMENTS","GREECE, ATHENS, AGORA",-525 to -475,NA,NA,"A: ATHENA AND KERBEROS | B: FIGHT, WARRIORS","Athens, Agora Museum: P24645","PHOTOGRAPH(S) IN THE BEAZLEY ARCHIVE: 2 | The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.25.216 (A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/3055FE7A-EBF5-444E-9B0F-46532EB6790B,31054,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, NECK, FRAGMENTS","GREECE, ATHENS, AGORA",-525 to -475,NA,NA,"DIONYSOS ON MULE, SATYR OR GOAT, MAENAD, VINE","Athens, Agora Museum: P9267","PHOTOGRAPH(S) IN THE BEAZLEY ARCHIVE: 1 | The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.25.218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90345,http://ark.dasch.swiss/ark:/72163/080e-76839dbd0adbf-f,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/D1145482-A0B1-4186-913B-F705F2BE77B1,31059,ATHENIAN,BLACK-FIGURE,NA,HYDRIA FRAGMENT,"GREECE, ATHENS, AGORA",-525 to -475,NA,NA,"WARRIORS, ONE IN CHARIOT","Athens, Agora Museum: P25932","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.24.206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/2C5A54A9-B14D-49D0-B3B4-70A7FB556DA9,31060,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, PANATHENAIC PRIZE FRAGMENTS","GREECE, ATHENS, AGORA",-425 to -375,Inscription: PY[THE]AS E[R]CHE | PYTHEAS,NA,"A: ATHENA, DEVICE, KEY, COLUMN, INSCRIPTION | B: ATHLETES RUNNING","Athens, Agora Museum: P27556","Bentz, M., Panathenäische Preisamphoren, Eine athenische Vasengattung und ihre Funktion vom 6.-4. Jahrhundert v. Chr. 18. Beih. zur Antiken Kunst (Basel, 1998): PL.101.4005 | The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.30.271 (A,B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/2B0B466F-5783-47B2-8796-15596B0ABD9D,31061,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, PANATHENAIC PRIZE FRAGMENT","GREECE, ATHENS, AGORA",-475 to -425,NA,<em>Perhaps</em> ACHILLES P by MOORE,A: ATHENA,"Athens, Agora Museum: P25601","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.29.254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/1057A70D-80F2-4AE6-BE93-496C9D963747,31062,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, PANATHENAIC PRIZE FRAGMENTS","GREECE, ATHENS, AGORA",-525 to -475,NA,NA,"A: ATHENA, DEVICE, OWL ON BRANCH","Athens, Agora Museum: P20236","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.28.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/C4A53C3E-CC86-4F20-B591-877B972F3564,31063,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, PANATHENAIC PRIZE FRAGMENT","GREECE, ATHENS, AGORA",-550 to -500,NA,NA,A: ATHENA,"Athens, Agora Museum: P13846","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.27.235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/57160E7D-DB20-4532-BD28-F4BC58ECD32D,31064,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, PANATHENAIC PRIZE FRAGMENT","GREECE, ATHENS, AGORA",-575 to -525,NA,NA,A: ATHENA,"Athens, Agora Museum: P13847","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.27.232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/9CAD6226-41E8-4F50-82ED-4523BB462446,31065,ATHENIAN,BLACK-FIGURE,WHITE GROUND,"AMPHORA, NECK, FRAGMENT","GREECE, ATHENS, AGORA",-525 to -475,NA,NA,"SATYR WITH LYRE, GRAPES","Athens, Agora Museum: P17060","PHOTOGRAPH(S) IN THE BEAZLEY ARCHIVE: 1 | The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.26.219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/551A6536-C503-446F-AC4E-E63E9B597E63,31066,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, NECK, FRAGMENTS","GREECE, ATHENS, AGORA",-525 to -475,NA,NA,"A: DIONYSOS WITH DRINKING HORN, GODDESS MOUNTING CHARIOT, WOMAN | B: MAENAD","Athens, Agora Museum: P15920","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.26.223 (A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90355,http://ark.dasch.swiss/ark:/72163/080e-7682bad2d4809-2,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/126A164C-08C1-4339-BEBB-E32C5C8920DA,31067,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, PANATHENAIC PRIZE FRAGMENT","GREECE, ATHENS, AGORA",-550 to -500,Inscription: ...]NA[...,NA,A: INSCRIPTION,"Athens, Agora Museum: P19585","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.28.238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/09B8939B-6E4F-42AE-B511-ADD5953A535F,31068,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, PANATHENAIC PRIZE FRAGMENT","GREECE, ATHENS, AGORA",-525 to -475,NA,NA,B: CHARIOT,"Athens, Agora Museum: P13766","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.28.246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/9AAB9D46-2C96-4E6E-8BD7-CD195B3BE518,31069,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, PANATHENAIC PRIZE FRAGMENT","GREECE, ATHENS, AGORA",-525 to -475,NA,NA,A: COLUMN SURMOUNTED BY COCK,"Athens, Agora Museum: P26073","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.28.248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/17273571-DA4C-4B4E-8784-485FBC540095,31070,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, PANATHENAIC PRIZE FRAGMENT","GREECE, ATHENS, AGORA",-525 to -475,NA,NA,A: DORIC COLUMN SURMOUNTED BY COCK,"Athens, Agora Museum: P4578","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.28.249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.beazley.ox.ac.uk/record/363A01B6-48EE-44CC-A316-3381C956BF45,31071,ATHENIAN,BLACK-FIGURE,NA,"AMPHORA, PANATHENAIC PRIZE FRAGMENT","GREECE, ATHENS, AGORA",-475 to -425,NA,ACHILLES P by BOTHMER,B: ATHLETES RUNNING,"Athens, Agora Museum: P47","The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.29.255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
